Incidenct Code;Customer Company Group;Customer Company;Creation Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000972507;IBERIA;IBERIA;09/01/2018 13:23;;Pending;TOPOMETRO;IAG EUC Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;27/02/2018;HARDWARE FAILURE;;51;SIN IDENTIFICAR;
INC000000972418;IBERIA;IBERIA;09/01/2018 12:21;;Pending;Queue 22 - Error TTP: CT RJT: UNABLE TO PROCESS;AM_MTO_IBCOM;Application Tower;Ib.com;Media;[2018-02-16]NIIT.vsharma It has been checked with Resiber team and they suspect issue to be at Amadeus side. An IR (14722128) has been raised with Amadeus to look into it further. Please refer to attached email for further details. Marking the incident Pending/Third Party Action Required. [2018-02-14]NIIT.vsharma Resiber team we seek your help to understand the scenario when the error mentioned in this incident is seen. FYI- We have done the initial investigation of the issue and so far, it does not seem to be due to code. The error message comes in the response of TTP command execution and is handled under emission exception at the code level and going by the names of different available exceptions handled in the code, it seems to be something gone wrong at the Amadeus or RESIBER side after firing the TTP command. Passing the incident to your queue. For further details please see attached email for details of investigation. 30/01/18 - Increase of errors, see notes.;MANTENIMIENTO IB.COM;INCIDENT;20/02/2018;SOFTWARE FAILURE;;51;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPORTE DE APLICACIO (ASXAG1)
INC000000972352;IBERIA;IBERIA;09/01/2018 10:44;;Assigned;No se está registrando los mensajes enviados y recibidos a Wirecard, desde el 25/09/2017;RESIBERnet GARANTIA;Delivery;Delivery;Media;;Mantenimiento Pasaje;INCIDENT;18/01/2018;SOFTWARE FAILURE;APPLICATION ERROR;51;;
INC000000971037;IBERIA;IBERIA;07/01/2018 05:12;;Pending;P09: Problemas Billetes free;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;18/01/2018;SOFTWARE FAILURE;;53;NEO-MARTINEZ VILLERGAS 49;CREW CONTROL (APP002)
INC000000970855;OTHERS;BRITISH AIRWAYS;05/01/2018 14:11;;Assigned;[ELS]: LHRSBC - AWB ALLOCATOR - Doesnot working;Soporte IAG-CARGO - SINE 95;Application Tower;CARGO;Baja;;Unidad Sistemas Carga;INCIDENT;08/01/2018;DEFAULT;DEFAULT;55;SIN IDENTIFICAR;
INC000000970745;IBERIA;IBERIA;05/01/2018 14:00;;Pending;Queue 22 - Error TTM: ASSOCIATED ET CANNOT BE ACCESSED;MTO_TERCEROS;Application Tower;Ib.com;Baja;[2018-02-25]NIIT.vsharma Query raised with the initiator of the incident. Awaiting Response. [2018-02-21]NIIT.vsharma Hi TKT Team, The issue is not with ticket emission instead it is related to TTM. Please refer to the extract in the work detail section, which from the email attached in my previous comment. Also attached again along with the logs of the PNR where the failure with TTM is seen. [2018-02-21]NIIT.vsharma We ran the issue with Israel and he also suspects issue at Resiber end. Thus, assigning the ticket to TKT team. TKT team, please analyze the issue at your end as per the suggestion in the attached email. [2018-02-20]NIIT.vsharma We have analysed the issue at code level and this does not seem to be related to code. The issue is either at Resiber end or Amadeus. For further details please refer to the attached email. Marking issue pending as we are awaiting response. 1/15/2018 8:44:18 PM, NIIT.averma, Amadeus have rejected the IR, the problem is in our side. TKT team have fixed the main root cause on 8th but the error still persist. Checking at our end for the root cause identification.;MANTENIMIENTO IB.COM;INCIDENT;25/02/2018;SOFTWARE FAILURE;;55;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPORTE DE APLICACIO (ASXAG1)
INC000000970711;OTHERS;BRITISH AIRWAYS;05/01/2018 11:51;;Assigned;LONHDA - IAG -GBS employees portal.;BA_ITSC;Service Ops Tower;Service Ops Tower;Media;;Unidad Control del Servicio;INCIDENT;26/01/2018;SOFTWARE FAILURE;;55;SIN IDENTIFICAR;
INC000000970691;IBERIA;IBERIA;05/01/2018 11:17;;Assigned;BCNIB1 - Fallo Software: PROBLEMAS PARA PODER ABRIR FLY BA -;BA_ITSC;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;25/01/2018;SOFTWARE FAILURE;;55;BCN AEROPUERTO;MNG. ATENCIÓN AL PASAJER (AHABS0)
INC000000970676;IBERIA;IBERIA;05/01/2018 11:03;;In Progress;[THXRFM] Descuento erróneo On-Hold;AM_MTO_IBCOM;Application Tower;Ib.com;Media;"2/27/2018 9:46:28 PM, NIIT.SKUMAR6, We have gone through the comments and remedy logs but data provided for investigation found old which not helping to find issue. Tried to replicate the mentioned issue in PREA Environment by making on hold bookings with different secnarios and checked in back office but its not replicated. After that we tried to make confirmed PNR from onhold(K7NGjX) but seems issue with PRE environment and showing error. adding here for reference. 2/23/2018 8:56:49 PM, NIIT.SKUMAR6, It was parked because of another incident code investigation. Trying to replicate and check if we can. 2/19/2018 5:05:29 PM, NIIT.SKUMAR6, Looking into it. 2/2/2018 2:32:47 PM, NIIT.averma, [2018/01/24] LEDA.agarciab: Adjuntamos dos nuevos casos a la incidencia afectados por el mismo problema. PNRs: Q58OFL y TDNNY5 1/18/2018 4:29:56 PM, NIIT.averma, We have requested digital business some information: "" Hi Digital Support Team, We have looked into the document and this is not helping us as this was prepared four years back in 2014 and as you are also aware that things are changing daily on the platform. So we would request some information from based on which we can only proceed further in this case. Please provide the below information : 1. Is this the only case or there are such other cases as well ? If yes please provide few more cases to get a better view of the issue ? 2. Is this the only scenario (2 ADT + 1 INF) where this issue is occurring ? Please have some test with other combinations as well like below and share the results: a. 1 ADT + 1 INF b. 1 ADT + 2 INF c. 3 ADT + 1 INF d. 2 ADT + 2INF The above information is important to know because it may be possible that this scenario haven´t been take into account while the functionality was developed or may be it is a future enhancement. We will proceed with further investigation only after your valuable inputs in the above context. "" [2018/01/17] LEDA.lnavio: reasignamos con funcional antiguo, no encontramos nada más reciente, de todas formas esto ya ha pasado alguna vez más. No encontramos referencia. 1/17/2018 8:14:06 PM, NIIT.averma, Received the information regarding the code: This development was developed by Indra. However, the authorization and payment distribution I'm sure that it's done in Class ConfirmOnHoldAction.java. Search HBFF mark or comment in the code of this class. Investigating further. attached is the email for detailed information. 1/10/2018 3:10:15 PM, NIIT.averma, Hi Team, Please check this incident and suggest. The 3EUR have been discount for each passenger (2ADT+1INF) so the total discount was 9EUR instead of 10EUR of the On-Hold fee payed by the customer. I seems that the problem is related to the infant that there aren´t on-hold fee for this kind of passenger but when is going for ticketing the infant is take as other passenger so the total On-Hold fee is share through the 3 passengers, so 10/3=3.33333 but only write 3 EUR without decimals in the FP, here is the problem. Probably this scenario haven´t been take into account in. Please check about this point and confirm this, maybe have to be a future enhancement. Regards, Anurag 1/9/2018 8:37:51 PM, NIIT.averma, We have checked the logs and the On-Hold amount of 10 EUR is already paid by the user. When user went to pay for the rest of 213.27 EUR then the payment was authorized but there was an error in the online emission so the tickets were generated offline : In FP there are multiple payment method this is why 3 EUR are shown. We are checking that what are these 3 EUR there in the FP.";MANTENIMIENTO IB.COM;INCIDENT;27/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;55;SIN IDENTIFICAR;
INC000000970519;OTHERS;BRITISH AIRWAYS;05/01/2018 09:42;;Assigned;Test Ticket to check Assyst and SIHUB/HOLDIB connectivity;SIHUBSUPPORT;Delivery;Delivery;Baja;;Unidad Control del Servicio;INCIDENT;05/01/2018;DEFAULT;DEFAULT;55;SIN IDENTIFICAR;
INC000000970199;IBERIA;IBERIA;04/01/2018 17:18;;Pending;Problemas con Amadeus al querer imprimir un listado;CSUSAS;Delivery;Delivery;Baja;;Unidad de Operaciones Ordenadores;INCIDENT;19/02/2018;SOFTWARE FAILURE;;56;SIN IDENTIFICAR (BUENOS AIRES);ARGENTINA/B. AIRES/RCL (ALSAA1BE)
INC000000969430;OTHERS;BRITISH AIRWAYS;03/01/2018 14:05;;Assigned;COMM: DOC: Level flight assigned as 'IO';BA_ITSC;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;29/01/2018;SOFTWARE FAILURE;;57;SIN IDENTIFICAR;
INC000000969339;IBERIA;IBERIA;03/01/2018 14:02;;Assigned;[GENERAL] IBERIA APPLICATION - CI+;DESACAP_ELS;Delivery;Delivery;Media;;Mantenimiento COBOL;INCIDENT;15/01/2018;SOFTWARE FAILURE;;57;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. DESARROLLO SOPORTE (ASG100)
INC000000969288;OTHERS;BRITISH AIRWAYS;03/01/2018 11:06;;Pending;IBINC969288 - 171229-000001 - Iberia DP - no bagage on boarding passes;SSI;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;01/03/2018;SOFTWARE FAILURE;;57;SIN IDENTIFICAR;
INC000000969258;IBERIA;IBERIA;03/01/2018 10:12;;Pending;Fallo dispositivo radio. CAT RAMPA7;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;06/02/2018;HARDWARE FAILURE;;57;ALC AEROPUERTO;PRODUCCION RAMPA (AHAAS00R)
INC000000969255;IBERIA;IBERIA;03/01/2018 10:10;;Pending;Fallo dispositivo radio. CAT RAMPA16;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;03/01/2018;HARDWARE FAILURE;;57;ALC AEROPUERTO;PRODUCCION RAMPA (AHAAS00R)
INC000000969221;OTHERS;BRITISH AIRWAYS;03/01/2018 10:51;;Assigned;Test Ticket to check Assyst and SIHUB/HOLDIB connectivity;SIHUBSUPPORT;Delivery;Delivery;Baja;;Unidad Control del Servicio;INCIDENT;03/01/2018;DEFAULT;DEFAULT;57;SIN IDENTIFICAR;
INC000000969194;IBERIA;IBERIA;03/01/2018 10:06;;Pending;Fallo dispositivo radio. CAT RAMPA4;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;03/01/2018;HARDWARE FAILURE;;57;ALC AEROPUERTO;PRODUCCION RAMPA (AHAAS00R)
INC000000969185;IBERIA;IBERIA;03/01/2018 09:54;;Pending;Fallo dispositivo radio;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;03/01/2018;HARDWARE FAILURE;;57;ALC AEROPUERTO;PRODUCCION RAMPA (AHAAS00R)
INC000000969159;IBERIA;IBERIA;03/01/2018 09:08;;Assigned;Phishing KP aviation;Gestión Seguridad Informática;Seguridad;Seguridad;Baja;;Unidad Seguridad Informática;INCIDENT;26/01/2018;SECURITY ISSUE.CYBERATTACKS;PHISING;57;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);Seguridad Operativa (ASXAGR01)
INC000000969050;IBERIA;IBERIA;03/01/2018 10:09;;Pending;Fallo dispositivo radio. CAT RAMPA15;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;Buenos días: Procedemos al cierre de la INC tras confirmación del usuario Un saludo Centro de Soporte;Unidad Control del Servicio;INCIDENT;01/02/2018;HARDWARE FAILURE;;57;ALC AEROPUERTO;PRODUCCION RAMPA (AHAAS00R)
INC000000969047;IBERIA;IBERIA;03/01/2018 10:01;;Pending;Fallo dispositivo radio. CAT CIC19;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;03/01/2018;HARDWARE FAILURE;;57;ALC AEROPUERTO;PRODUCCION RAMPA (AHAAS00R)
INC000000969046;IBERIA;IBERIA;03/01/2018 09:59;;Pending;Fallo dispositivo radio. CAT CIC18;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;03/01/2018;HARDWARE FAILURE;;57;ALC AEROPUERTO;PRODUCCION RAMPA (AHAAS00R)
INC000000969045;IBERIA;IBERIA;03/01/2018 09:56;;Pending;Fallo dispositivo radio. CAT CIC20;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;03/01/2018;HARDWARE FAILURE;;57;ALC AEROPUERTO;PRODUCCION RAMPA (AHAAS00R)
INC000000968791;IBERIA;IBERIA;02/01/2018 15:09;;Pending;Problema Router IB en mi oficina;WAN;Network Tower;Network Tower;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;20/02/2018;HARDWARE FAILURE;;58;SIN IDENTIFICAR (CASABLANCA);MARRUECOS/CASABLANCA/RCL (ALSAAMCE)
INC000000968538;OTHERS;BRITISH AIRWAYS;02/01/2018 11:58;;Assigned;Test Ticket to check Assyst and SIHUB/HOLDIB connectivity;SIHUBSUPPORT;Delivery;Delivery;Baja;;Unidad Control del Servicio;INCIDENT;02/01/2018;DEFAULT;DEFAULT;58;SIN IDENTIFICAR;
INC000000967346;IBERIA;IBERIA;29/12/2017 12:21;;Pending;DUPLICIDAD ENVIO DE CORREOS;MICROSOFT OFFICE365;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;21/02/2018;SOFTWARE FAILURE;;62;SIN IDENTIFICAR;
INC000000967311;OTHERS;BRITISH AIRWAYS;29/12/2017 10:44;;Assigned;**REOPENED** 171212-000039 - IBDP Redirecting to ba.com;BA_ITSC;Service Ops Tower;Service Ops Tower;Media;;Unidad Control del Servicio;INCIDENT;01/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;62;SIN IDENTIFICAR;
INC000000966934;IBERIA EXPRESS;IBERIA EXPRESS;28/12/2017 14:25;;Pending;- Vuelque horas de salida y llegada en CKI;SSCCLMZ;Service Ops Tower;Service Ops Tower;Media;;Unidad Control del Servicio;INCIDENT;12/02/2018;SOFTWARE FAILURE;;63;MADRID / ALCAÑIZ;
INC000000966286;OTHERS;BRITISH AIRWAYS;27/12/2017 09:54;;In Progress;171222-000039 - IB booking manager vouchers showing unavailable;MTO_TERCEROS;Application Tower;Ib.com;Media;2/20/18 6:05:24 PM, NIIT.VKUMAR2, The URL of printing coupon is wrong . It has found in the table IB_CONFIG .We are verifying the alteration of URL .So that it would not be impact other functionality. 2/7/18 5:28:52 PM, NIIT.VKUMAR2, We are facing few issue in pre environment to replicate the issue.There is URL mismatch on pre environment. 1/31/18 12:13:48 PM, NIIT.VKUMAR2, It might be this service is down. We are getting blank page. https://ecp-regression2.baplc.com/travel/ib1.jsp/managebooking/public/en_ES?eId=104602&bookingReference=RCVKWJ&lastName=FIRSTCLN Mail has attached. [15/1/2018] NIIT.mpsingh We are not able to replicate the issue on the lower environments due to the issue in accessing Netplus in lower environments in the booking flow making it dificult to debug on local setup. We plan to laise up with RM Team to get this sorted;MANTENIMIENTO IB.COM;INCIDENT;28/02/2018;SOFTWARE FAILURE;;64;SIN IDENTIFICAR;
INC000000964540;IAG CARGO;IAG CARGO;21/12/2017 21:34;;Assigned;OPTIMA-[CARGO PORTAL] This fault relates to the new iagcargo.com online booking portal.;Soporte IAG-CARGO - SINE 95;Application Tower;CARGO;Baja;;Unidad Sistemas Carga;INCIDENT;04/01/2018;SOFTWARE FAILURE;;70;SIN IDENTIFICAR (MADRID BARAJAS);
INC000000964539;OTHERS;BRITISH AIRWAYS;21/12/2017 21:23;;Assigned;OPTIMA-NYCTO1 - Generic Incident;Soporte IAG-CARGO - SINE 95;Application Tower;CARGO;Baja;;Unidad Sistemas Carga;INCIDENT;05/02/2018;SOFTWARE FAILURE;;70;SIN IDENTIFICAR;
INC000000964472;IBERIA;IBERIA;21/12/2017 16:23;;Pending;ERRORES_EMISION_ROBOT - máquina bdracl-scan.ib;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;;MANTENIMIENTO IB.COM;INCIDENT;29/01/2018;SOFTWARE FAILURE;;70;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000964400;IBERIA;IBERIA;21/12/2017 12:55;;Pending;[AMO001] Incorrecta info C/S en tarjeta SAP;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Baja;;Mantenimiento Dir. Técnica;INCIDENT;02/02/2018;SOFTWARE FAILURE;;70;EDIF.103 - HANGAR 1;MNG. PROGRAMACIÓN REVISIO (AMNB01)
INC000000964129;IBERIA;IBERIA;21/12/2017 09:48;;Pending;no puede facturar online con billete free;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;;MANTENIMIENTO IB.COM;INCIDENT;26/02/2018;SOFTWARE FAILURE;;70;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000964099;IBERIA;IBERIA;21/12/2017 08:18;;Pending;PAD BONOS averiado. 17282;Mobiles;Network Tower;Network Tower;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;06/02/2018;TELEPHONY FAILURE;DEVICE;70;TERMINAL T4;ASIST.PAX T4_SECRETARIA (AHMDS00S)
INC000000963964;IBERIA;IBERIA;20/12/2017 16:23;;Assigned;solución de backup de voz de las sedes I2TO, AGPAP, BCNAP y PMIAP.;BT CSR;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;20/12/2017;SOFTWARE FAILURE;;71;SIN IDENTIFICAR;
INC000000963753;IBERIA;IBERIA;20/12/2017 11:44;;In Progress;Tareas de aplicación : relevo/cambio matrícula/retorno a calzos/desasignación;APPCIC_GAR;Delivery;Delivery;Baja;;Mantenimiento Movilidad;INCIDENT;09/02/2018;SOFTWARE FAILURE;;71;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG DESARROLLO OPERACIONE (ASGV00)
INC000000963180;IBERIA;IBERIA;19/12/2017 17:11;;In Progress;Cable rizado no funciona.;Cabling Maintenance;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;26/02/2018;TELEPHONY FAILURE;;72;BCN AEROPUERTO;MNG. ATENCIÓN AL PASAJER (AHABS0)
INC000000962703;IBERIA;IBERIA;19/12/2017 00:28;;Pending;Increase detected in Android availabilities;Gestión Seguridad Informática;Seguridad;Seguridad;Alta;12/19/17 2:18:26 PM, NIIT.RGAUTAM, Hi SSI Team, This is related to Apps team. Please pass it to Apps team.;Unidad Seguridad Informática;INCIDENT;09/02/2018;ACCESS FAILURE;NETWORK ACCESS;72;SIN IDENTIFICAR;
INC000000961629;IBERIA;IBERIA;16/12/2017 13:29;;Pending;NO RESPONDE LA DOCUMENTACIÓN TÉCNICA FABRICANTE;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;75;TALLER MOTORES;VERIFICACION FINAL (AMITP0DB)
INC000000961259;IBERIA;IBERIA;15/12/2017 13:13;;In Progress;Queue 22 - “Error al analizar la FP” in South Africa Market.;AM_MTO_IBCOM;Application Tower;Ib.com;Media;[2018-02-21]NIIT.vsharma We are progressing with investigation. The FP is not validated against any of the pattern defined in code and thus this error. Evaluating different PNRs to check the FPs and identify the reason of the failure. [2018-02-014]NIIT.vsharma Log traces have been rolled in production and we are progressing further with investigation. [2018-02-07]NIIT.vsharma In pre environment there is no EMD robot configured and thus the log traces added could not be tested in PRE. Therefore we will be rolling the changes done for new logs traces in production and then will proceed with investigation more logging is required for isolating the issue. Marking the incident Pending (Infrastructure change) as the change of logging will go live in CF scheduled for Feb 12, 2018. Once deployed in production we will further investigate based on the new log traces. There will be no impact as only new log info is added. [2018-02-01]NIIT.vsharma Code to add new log trace has been checked into branch R_PPG_ESTABLE_CF239 for deployment in PRE environment for ROBOTS. Email has been sent to RM team to get the ROBOTS deployed in PRE. Assigning the incident to RM team For further details please refer to the attached email in the work details section. [2018-01-31]NIIT.vsharma Need more logging to isolate the issue. New log traces will be added and tested in PRE. Update will follow once through with tests in PRE. [2018-01-10]NIIT.vsharma Logs have been analysed and further digging into the code.;MANTENIMIENTO IB.COM;INCIDENT;21/02/2018;SOFTWARE FAILURE;;76;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPORTE DE APLICACIO (ASXAG1)
INC000000961133;OTHERS;BRITISH AIRWAYS;15/12/2017 10:52;;Assigned;**REOPENED**test incident-;SIHUBSUPPORT;Delivery;Delivery;Baja;;Unidad Control del Servicio;INCIDENT;15/12/2017;SOFTWARE FAILURE;;76;SIN IDENTIFICAR;
INC000000960807;OTHERS;BRITISH AIRWAYS;14/12/2017 14:56;;Assigned;CWLENG -EWS - Error Message;BA_ITSC;Service Ops Tower;Service Ops Tower;Media;;Unidad Control del Servicio;INCIDENT;25/01/2018;SOFTWARE FAILURE;;77;SIN IDENTIFICAR;
INC000000960628;IBERIA;IBERIA;14/12/2017 12:51;;Assigned;[COM] No se puede finalizar el pago con transferencia bancaria ni a plazos para los residentes;IND_MTO_WEBPAR;Application Tower;Comercial y CRM;Media;1/4/2018 9:28:01 PM, NIIT.skumar3, Code changed in local and trying to test weather the changes made in past causing the impact to the behaviour. Will update once tested on local . 1/3/2018 8:16:52 PM, NIIT.skumar3, I am checking and found the file from where these validations are get executed PurchaseAncillariesForm.java Further checking the conditions on which basis , these validations should be executed or not. 12/29/2017 5:09:04 PM, NIIT.skumar3, Please assign this to someone to check on this. I am able to replicate the scenario on both Live and pre environment. Also I have tried with different DNI ids and got the same error. further investigating root cause of error and trying to resolve the problem.;Mantenimiento Comercial y CRM;INCIDENT;10/01/2018;SOFTWARE FAILURE;APPLICATION ERROR;77;MANDOS;
INC000000960533;IBERIA;IBERIA;14/12/2017 10:11;;Pending;[INTEGR@] FORMACIÓN PRÓXIMA A CADUCAR BOGOTA MAURICIO GILBERTO CARDENAS MUÑOZ;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;26/02/2018;SOFTWARE FAILURE;;77;SIN IDENTIFICAR;
INC000000959478;IBERIA;IBERIA;12/12/2017 12:47;;Pending;SINCRONIZACION SALESFORCE FOR OUTLOOK;NIIT_MTO_SALESFORCE;Application Tower;Comercial y CRM;Baja;3rd party not responding;Mantenimiento Comercial y CRM;INCIDENT;22/02/2018;SOFTWARE FAILURE;;79;NEO-MARTINEZ VILLERGAS 49;DELEG COMER CENTRO Y NORT (ACVEM0)
INC000000958292;IBERIA;IBERIA;10/12/2017 18:55;;Pending;AVERÍA TELÉFONO MÓVIL CIC;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;14/02/2018;TELEPHONY FAILURE;;81;TERMINAL T4;DESP.AVIONES_SPV (AHMDC01V)
INC000000957536;IBERIA;IBERIA;07/12/2017 12:43;;Pending;[Proyector averiado] bombilla se ha fundido;BT CSR;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;25/01/2018;HARDWARE FAILURE;;84;TERMINAL T4;DAMB_SECRETARIA_ADMTVO (AHM0000A)
INC000000957504;IBERIA;IBERIA;07/12/2017 11:30;;Assigned;Se ha observado un incremento en las peticiones de Android desde las 23:00 del día de ayer;Gestión Seguridad Informática;Seguridad;Seguridad;Media;;Unidad Seguridad Informática;INCIDENT;12/01/2018;SOFTWARE WARNING;;84;SIN IDENTIFICAR;
INC000000956878;IBERIA;IBERIA;05/12/2017 17:20;;Pending;Error en el quadrigam de la página de tarifa en el flujo de MetaSearch;AM_MTO_IBCOM;Application Tower;Ib.com;Media;[2/25/2018], NIIT.SKULYANA, Sent Analysis mail to Cient. 2/7/18 5:26:22 PM, NIIT.VKUMAR2, As per high level code analysis this functionality is not implemented . Need more time for investigate the code. 1/30/18 3:10:43 PM, NIIT.VKUMAR2, It seams Avios functionality is not implemented in backend. For clear resolution we need debugger for local environment. Google search redirect URL to iberia.com we are trying to find the way to point the same URL to our local for debugging. 1/17/18 5:36:24 PM, NIIT.VKUMAR2, There are two different flow the google URL is giving particular flight availability .but same URL gives all the flights availability in local and pre environment. Need more investigation. 1/12/18 4:12:58 PM, NIIT.VKUMAR2, We compared google search flow request and normal search request flow . Both are same.We are investigating the server side code and will proceed based on the condition if found any. 12/26/2017 12:31:11 PM, NIIT.averma, We are investigating the cause for this issue. It has been replicated as per the steps provided by the business team. We are checking the rules for this flow [2017/12/11] LEDA.jvelasco: Hay que realizar la prueba con un Metabuscador, www.google.es/flights o https://www.skyscanner.es si la búsqueda se realiza directamente desde IBERIA.COM funciona bien. 12/8/17 10:50:51 AM, NIIT.RGAUTAM, Hi Team, We have again checked and replicated for the route MAD-PAR as you mentioned in the last mail. It is working fine. Please check and confirm if we are good to close this. Mail Attached. [2017/12/07] LEDA.jvelasco: Hemos realizado una prueba buscando un vuelos desde google www.google.es/flights y no se muestra la pestaña de bonos “Tengo un código promocional” se adjunta correo con evidencias de la prueba 12/6/2017 11:33:06 AM, NIIT.averma, I have checked this and it seems to be working fine. Attached is the screenshot for the same. Please check again and suggest if this issue is still there. Attached email has been sent to business for the same.;MANTENIMIENTO IB.COM;INCIDENT;27/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;86;MANDOS;
INC000000956523;IBERIA;IBERIA;05/12/2017 10:54;;Assigned;informe LL69;DESACAP_ELS;Delivery;Delivery;Media;;Mantenimiento COBOL;INCIDENT;30/01/2018;SOFTWARE FAILURE;APPLICATION ERROR;86;SIN IDENTIFICAR;
INC000000955904;IBERIA;IBERIA;04/12/2017 12:36;;Pending;Dispositivo averiado. T: 16028;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;12/12/2017;TELEPHONY FAILURE;DEVICE;87;EDIF.101 - HANGAR 3;OFICINA ADMINISTRATIVA LR (AMNLL0A0)
INC000000955056;IBERIA;IBERIA;01/12/2017 15:26;;Assigned;Fallo en Iberia Nowproblemas para ejecutar la aplicacion.;IBERIANOW_GAR;Delivery;Delivery;Baja;;Mantenimiento Movilidad;INCIDENT;02/01/2018;SOFTWARE FAILURE;;90;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000954743;OTHERS;BRITISH AIRWAYS;01/12/2017 09:51;;Assigned;Test Ticket to check Assyst and SIHUB/HOLDIB connectivity;SIHUBSUPPORT;Delivery;Delivery;Baja;;Unidad Control del Servicio;INCIDENT;01/12/2017;SOFTWARE FAILURE;;90;SIN IDENTIFICAR;
INC000000953996;IBERIA;IBERIA;29/11/2017 22:33;;Pending;BA network;Network_Campus_MAD;Network Tower;Network Tower;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;12/01/2018;COMMUNICATIONS FAILURE;;92;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG TELEC Y GEST. PUEST T (ASXM00)
INC000000953950;IBERIA;IBERIA;30/11/2017 09:29;;Assigned;BUENOS DIAS DEBIDO A CNL DE IB0831 BCNMAD HEMOS ACC SIG PAX O/B VY9010;RESIBER GARANTIA CKI;Delivery;Delivery;Media;;Mantenimiento Pasaje;INCIDENT;22/12/2017;SOFTWARE FAILURE;;91;;
INC000000953059;IBERIA;IBERIA;28/11/2017 12:48;;Assigned;Erroneos 22017-11-28 > 1k;DESACAP_ELS;Delivery;Delivery;Media;;Mantenimiento COBOL;INCIDENT;28/11/2017;SOFTWARE FAILURE;;93;SIN IDENTIFICAR;
INC000000953022;IBERIA;IBERIA;28/11/2017 12:06;;In Progress;Cambio de Lámpara en proyector Sala Comercial - Edificio Mandos;BT CSR;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;21/12/2017;HARDWARE FAILURE;;93;DESCONOCIDO;MANAGER DISTRIBUCIÓN FUTU (AC1005)
